Team,Speler,Selecties,Gestart,Ingevallen,Vervangen,Speelminuten,Goals,Penalties,Own Goals,Geel,Dubbelgeel,Rood,Clean sheets,Kapitein,Type,MVP p>20/90min,Goals/90min,Geel/90min,Selecties L5,Gestart L5,Ingevallen L5,Vervangen L5,Speelminuten L5,Goals L5,Penalties L5,Own goals L5,Geel L5,Dubbelgeel L5,Rood L5,Clean sheet L5,Kapitein L5,RAPM_per90,RAPM_off_per90,RAPM_def_per90,RAPM_SE_per90,RAPM_CI_low,RAPM_CI_high,RAPM_z,xPPM_per90,xPPM_SE,xPPM_CI_low,xPPM_CI_high,xPPM_z
Club Roeselare,Arne Hélin,24,24,0,1,2157,0,0,1,5,0,0,0,24,Speler,0.499,0.0,0.209,5,5,0,0,450,0,0,0,0,0,0,0,5,1.542,0.965,0.965,2.323,-3.011,6.095,0.66,1.077,1.555,-1.971,4.125,0.69
Club Roeselare,Bram Baert,9,2,6,2,183,0,0,0,0,0,0,0,0,Speler,0.552,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0.322,0.322,2.423,-4.398,5.102,0.15,1.236,1.618,-1.935,4.407,0.76
Club Roeselare,Bram Helin,23,23,0,2,2044,0,0,0,6,0,0,0,1,Speler,0.541,0.0,0.264,4,4,0,0,360,0,0,0,0,0,0,0,0,0.506,0.318,0.318,2.118,-3.645,4.658,0.24,1.274,1.432,-1.532,4.08,0.89
Club Roeselare,Brent Mandeville,10,2,7,2,301,2,0,0,3,0,0,0,0,Speler,0.398,0.598,0.897,3,0,3,0,63,0,0,0,2,0,0,0,0,0.678,0.545,0.545,2.015,-3.272,4.628,0.34,0.709,1.387,-2.01,3.427,0.51
Club Roeselare,Dwight Dewerchin,11,3,8,3,258,0,0,0,0,0,0,0,0,Speler,0.41,0.0,0.0,4,1,3,1,90,0,0,0,0,0,0,0,0,-0.319,-0.173,-0.173,2.006,-4.25,3.612,-0.16,0.736,1.389,-1.987,3.458,0.53
Club Roeselare,Dylan Vens,18,8,9,6,777,0,0,0,3,0,0,0,0,Speler,0.456,0.0,0.347,2,1,1,1,109,0,0,0,0,0,0,0,0,0.337,0.272,0.272,1.528,-2.658,3.332,0.22,-0.922,1.086,-3.05,1.206,-0.85
Club Roeselare,Elias Staelens,4,0,2,0,15,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,1,0,12,0,0,0,0,0,0,0,0,-0.145,-0.149,-0.149,3.005,-6.035,5.744,-0.05,-0.262,1.921,-4.027,3.504,-0.14
Club Roeselare,Gianni Vandecasteele,24,23,1,11,1889,2,2,0,2,1,0,0,0,Speler,0.58,0.095,0.095,5,5,0,3,401,0,0,0,0,0,0,0,0,1.558,1.116,1.116,1.782,-1.935,5.052,0.87,1.725,1.242,-0.709,4.158,1.39
Club Roeselare,Jasper Cafmeyer,21,21,0,7,1733,6,0,0,1,0,0,0,0,Speler,0.53,0.312,0.052,5,5,0,0,450,1,0,0,0,0,0,0,0,-0.672,-0.438,-0.438,1.794,-4.188,2.844,-0.37,-0.448,1.25,-2.897,2.001,-0.36
Club Roeselare,Jente Dekimpe,4,0,2,0,22,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,3,0,1,0,7,0,0,0,0,0,0,0,0,1.853,1.489,1.489,2.938,-3.905,7.612,0.63,0.616,1.888,-3.084,4.316,0.33
Club Roeselare,Jobbe Dekimpe,24,21,3,6,1903,3,0,0,3,0,0,0,0,Speler,0.481,0.142,0.142,5,4,1,1,380,0,0,0,0,0,0,0,0,-0.681,-0.221,-0.221,1.827,-4.261,2.9,-0.37,-0.058,1.275,-2.557,2.442,-0.05
Club Roeselare,Jordin Nico Decorte,24,24,0,1,2107,0,0,0,2,1,0,6,0,Keeper,0.487,0.0,0.085,5,5,0,1,442,0,0,0,0,0,0,3,0,-1.15,-0.797,-0.797,2.565,-6.178,3.878,-0.45,-0.318,1.663,-3.578,2.942,-0.19
Club Roeselare,Kobe Vergote,14,0,2,0,53,0,0,0,0,0,0,1,0,Keeper,0.0,0.0,0.0,5,0,1,0,8,0,0,0,0,0,0,1,0,1.322,0.68,0.68,2.749,-4.066,6.709,0.48,0.254,1.785,-3.245,3.753,0.14
Club Roeselare,Lauden Hugelier,25,25,0,0,2250,6,0,0,1,0,0,0,0,Speler,0.48,0.24,0.04,5,5,0,0,450,1,0,0,0,0,0,0,0,0.154,0.13,0.13,2.971,-5.67,5.978,0.05,-0.044,1.865,-3.698,3.611,-0.02
Club Roeselare,Mats Parmentier,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Club Roeselare,Matthias Verbrugghe,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Club Roeselare,Mattice Godderis,11,1,0,0,90,0,0,0,0,0,0,0,0,Keeper,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018,0.248,0.248,2.928,-5.757,5.721,-0.01,0.02,1.863,-3.631,3.67,0.01
Club Roeselare,Michiel Verlinde,24,24,0,7,2079,5,0,0,3,0,0,0,0,Speler,0.482,0.216,0.13,5,5,0,1,438,2,0,0,0,0,0,0,0,-0.708,-0.493,-0.493,2.03,-4.687,3.271,-0.35,-1.544,1.399,-4.286,1.198,-1.1
Club Roeselare,Mohamedamin El Issati,1,0,1,0,10,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.896,-0.756,-0.756,3.066,-6.906,5.114,-0.29,-0.225,1.948,-4.044,3.594,-0.12
Club Roeselare,Remi De Vlieghe,7,0,4,0,41,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,5,0,4,0,41,0,0,0,0,0,0,0,0,-1.285,-0.962,-0.962,2.778,-6.729,4.159,-0.46,-0.557,1.812,-4.108,2.994,-0.31
Club Roeselare,Rune Verheyen,14,1,4,1,93,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.362,-0.176,-0.176,2.567,-5.394,4.67,-0.14,-0.156,1.701,-3.49,3.179,-0.09
Club Roeselare,Sam Vanhuyse,17,11,6,8,1034,3,0,0,3,0,0,0,0,Speler,0.52,0.261,0.261,3,3,0,2,247,1,0,0,1,0,0,0,0,1.011,0.571,0.571,1.575,-2.075,4.097,0.64,0.87,1.105,-1.296,3.037,0.79
Club Roeselare,Sian Oosterlinck,2,0,2,0,21,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.476,-1.29,-1.29,2.96,-7.278,4.326,-0.5,-1.689,1.898,-5.409,2.03,-0.89
Club Roeselare,Thibault Trioen,9,9,0,6,708,5,1,0,3,0,0,0,0,Speler,0.751,0.636,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0.551,0.551,1.843,-2.662,4.563,0.52,0.998,1.267,-1.485,3.481,0.79
Club Roeselare,Thomas Lubaszka,9,7,2,3,614,1,0,0,1,0,0,0,0,Speler,0.512,0.147,0.147,4,3,1,3,244,0,0,0,0,0,0,0,0,-0.273,-0.12,-0.12,1.787,-3.775,3.23,-0.15,-0.71,1.238,-3.136,1.715,-0.57
Club Roeselare,Vic Declerck,16,6,10,6,690,2,0,0,5,0,0,0,0,Speler,0.433,0.261,0.652,4,3,1,3,248,1,0,0,2,0,0,0,0,-0.115,0.076,0.076,1.543,-3.14,2.91,-0.07,-0.622,1.098,-2.774,1.53,-0.57
Club Roeselare,Vincent Provoost,22,22,0,2,1949,0,1,0,2,0,0,0,0,Speler,0.456,0.0,0.092,2,2,0,0,180,0,0,0,0,0,0,0,0,0.542,0.277,0.277,1.886,-3.154,4.238,0.29,0.125,1.302,-2.427,2.677,0.1
Club Roeselare,Xander Ost,13,3,9,2,369,1,0,0,1,0,0,0,0,Speler,0.196,0.244,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.769,-1.234,-1.234,1.98,-5.649,2.111,-0.89,-2.467,1.362,-5.137,0.203,-1.81
Club Roeselare,Yoran Deleu,17,15,2,4,1278,7,0,0,3,0,0,0,0,Speler,0.535,0.493,0.211,4,4,0,1,330,2,0,0,2,0,0,0,0,0.128,0.044,0.044,1.481,-2.775,3.031,0.09,-0.337,1.047,-2.389,1.716,-0.32
FC Sp. Heestert A,Aaron Balcaen,25,25,0,13,2073,7,0,0,2,0,0,0,0,Speler,0.492,0.304,0.087,5,5,0,2,444,2,0,0,0,0,0,0,0,-0.946,-0.386,-0.386,1.996,-4.859,2.966,-0.47,0.292,1.376,-2.404,2.988,0.21
FC Sp. Heestert A,Arjen Ysenbaert,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FC Sp. Heestert A,Arthur Hugelier,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FC Sp. Heestert A,August Laverge,22,15,7,6,1429,8,0,0,1,0,0,0,0,Speler,0.525,0.504,0.063,2,0,2,0,63,0,0,0,0,0,0,0,0,0.207,0.042,0.042,1.523,-2.779,3.192,0.14,-0.051,1.077,-2.161,2.06,-0.05
FC Sp. Heestert A,Charles-Victor Otté,17,9,7,2,958,0,0,0,2,1,0,0,0,Speler,0.411,0.0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.009,-0.692,-0.692,1.65,-4.244,2.226,-0.61,-0.102,1.155,-2.367,2.162,-0.09
FC Sp. Heestert A,Dauwe Vangeersdaele,4,0,1,0,32,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.18,-0.957,-0.957,2.906,-6.876,4.517,-0.41,-1.384,1.87,-5.05,2.282,-0.74
FC Sp. Heestert A,Dylan David Bourquin,23,23,0,3,1889,1,0,0,3,0,1,0,0,Speler,0.495,0.048,0.143,5,5,0,0,450,0,0,0,0,0,0,0,0,1.578,1.117,1.117,1.848,-2.044,5.2,0.85,1.224,1.276,-1.277,3.725,0.96
FC Sp. Heestert A,Emmanuel Abew Asamoah,20,17,1,7,1342,0,0,0,1,0,0,0,0,Speler,0.535,0.0,0.067,3,3,0,0,270,0,0,0,1,0,0,0,0,0.524,0.388,0.388,1.626,-2.663,3.71,0.32,0.09,1.141,-2.147,2.327,0.08
FC Sp. Heestert A,Fries Legein,16,15,1,0,1362,2,0,0,2,0,0,0,1,Speler,0.5,0.132,0.132,4,4,0,0,360,0,0,0,0,0,0,0,0,-1.406,-0.886,-0.886,1.797,-4.928,2.116,-0.78,-0.96,1.242,-3.395,1.475,-0.77
FC Sp. Heestert A,Hannes Feys,20,13,4,2,1190,0,0,0,2,0,0,0,0,Speler,0.512,0.0,0.151,5,4,0,0,360,0,0,0,2,0,0,0,0,0.083,-0.038,-0.038,1.68,-3.21,3.376,0.05,-0.326,1.164,-2.607,1.955,-0.28
FC Sp. Heestert A,Imad Zmimer,20,15,4,8,1288,1,0,0,5,0,0,0,0,Speler,0.457,0.07,0.349,3,3,0,2,238,1,0,0,2,0,0,0,0,-1.201,-0.722,-0.722,1.537,-4.214,1.812,-0.78,-1.214,1.093,-3.356,0.928,-1.11
FC Sp. Heestert A,Jacob Lammertyn,24,3,1,0,303,0,0,0,0,0,0,1,0,Keeper,0.649,0.0,0.0,5,2,0,0,180,0,0,0,0,0,0,0,0,-0.116,-0.24,-0.24,2.494,-5.004,4.772,-0.05,0.015,1.613,-3.147,3.177,0.01
FC Sp. Heestert A,Jenci Dejonghe,24,23,1,6,2015,0,0,0,4,0,0,0,3,Speler,0.454,0.0,0.179,5,5,0,1,450,0,0,0,1,0,0,0,0,-2.144,-1.447,-1.447,1.912,-5.891,1.604,-1.12,-0.662,1.322,-3.253,1.928,-0.5
FC Sp. Heestert A,Joren De Waele,13,4,8,3,456,1,0,0,1,0,0,0,0,Speler,0.431,0.197,0.197,2,2,0,1,176,1,0,0,0,0,0,0,0,-1.021,-0.625,-0.625,1.785,-4.521,2.478,-0.57,-1.98,1.255,-4.439,0.479,-1.58
FC Sp. Heestert A,Jotte Van Lancker,6,1,4,1,105,1,0,0,0,0,0,0,0,Speler,0.0,0.857,0.0,4,1,3,1,87,0,0,0,0,0,0,0,0,0.162,0.409,0.409,2.546,-4.829,5.153,0.06,0.371,1.69,-2.942,3.684,0.22
FC Sp. Heestert A,Karim Tajeddine,15,3,12,2,378,3,0,0,2,0,0,0,0,Speler,0.619,0.714,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828,1.073,1.073,1.881,-1.858,5.515,0.97,-0.037,1.311,-2.606,2.532,-0.03
FC Sp. Heestert A,Kenneth Deryckere,14,8,6,1,842,1,0,0,1,0,0,0,0,Speler,0.474,0.107,0.107,5,5,0,0,450,0,0,0,1,0,0,0,0,0.04,0.175,0.175,1.609,-3.114,3.193,0.02,-0.35,1.133,-2.571,1.871,-0.31
FC Sp. Heestert A,Kristi Kullaj,18,16,2,6,1416,4,3,0,1,0,0,0,0,Speler,0.577,0.254,0.064,3,2,1,2,203,1,0,0,0,0,0,0,0,-0.607,-0.272,-0.272,1.666,-3.871,2.658,-0.36,-1.216,1.172,-3.512,1.081,-1.04
FC Sp. Heestert A,Mattice Bekaert,24,24,0,8,1980,5,0,0,3,0,0,0,0,Speler,0.572,0.227,0.136,4,4,0,0,360,2,0,0,1,0,0,0,0,3.892,2.329,2.329,1.908,0.152,7.631,2.04,2.206,1.322,-0.386,4.797,1.67
FC Sp. Heestert A,Maxime De Moor,4,3,0,2,207,1,0,0,0,0,0,0,0,Speler,0.35,0.435,0.0,3,2,0,2,117,1,0,0,0,0,0,0,0,-0.178,0.028,0.028,2.234,-4.557,4.201,-0.08,-0.195,1.517,-3.169,2.779,-0.13
FC Sp. Heestert A,Pieter Vangheluwe,4,4,0,1,316,0,0,0,0,0,0,0,4,Speler,0.715,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0.627,0.627,2.207,-3.703,4.95,0.28,1.059,1.489,-1.86,3.977,0.71
FC Sp. Heestert A,Quentin Beukenne,17,8,9,1,821,0,0,1,5,1,1,0,0,Speler,0.432,0.0,0.548,3,0,3,0,14,0,0,0,0,0,0,0,0,0.411,0.219,0.219,1.62,-2.763,3.585,0.25,-0.2,1.139,-2.433,2.033,-0.18
FC Sp. Heestert A,Sander Dejonghe,2,0,1,0,4,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,1,0,4,0,0,0,0,0,0,0,0,-0.862,-0.663,-0.663,3.15,-7.037,5.313,-0.27,-0.064,1.983,-3.952,3.823,-0.03
FC Sp. Heestert A,Shoaib Yaftali,14,0,4,0,64,0,0,0,1,0,0,0,0,Speler,0.5,0.0,1.406,3,0,1,0,4,0,0,0,0,0,0,0,0,-1.675,-1.221,-1.221,2.633,-6.836,3.486,-0.64,-0.765,1.738,-4.171,2.641,-0.44
FC Sp. Heestert A,Simon Vasseur,4,0,2,0,4,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,2,0,1,0,3,0,0,0,0,0,0,0,0,0.05,-0.023,-0.023,3.137,-6.098,6.199,0.02,0.01,1.979,-3.869,3.889,0.01
FC Sp. Heestert A,Stijn Delbeke,24,24,0,3,2145,9,0,0,3,0,0,0,17,Speler,0.543,0.378,0.126,5,5,0,1,447,2,0,0,0,0,0,0,5,0.876,0.406,0.406,2.4,-3.828,5.58,0.37,0.957,1.584,-2.147,4.061,0.6
FC Sp. Heestert A,Tom Thieren,22,22,0,0,1942,0,0,0,1,1,0,5,0,Keeper,0.467,0.0,0.046,3,3,0,0,270,0,0,0,0,0,0,0,0,-0.26,-0.056,-0.056,2.444,-5.05,4.53,-0.11,-0.433,1.577,-3.523,2.658,-0.27
FC Sp. Heestert A,Émile Blomme,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K. Eendr. Wervik A,Adamaly Bah,11,0,8,0,94,0,0,0,0,0,0,0,0,Speler,0.519,0.0,0.0,4,0,3,0,18,0,0,0,0,0,0,0,0,-0.481,-0.326,-0.326,2.367,-5.12,4.158,-0.2,-0.591,1.607,-3.74,2.558,-0.37
K. Eendr. Wervik A,Aristote Madiani,24,22,2,12,1758,7,0,0,2,0,0,0,0,Speler,0.63,0.358,0.102,5,5,0,3,389,0,0,0,0,0,0,0,0,1.21,0.88,0.88,1.839,-2.393,4.814,0.66,0.816,1.272,-1.678,3.309,0.64
K. Eendr. Wervik A,Davy Cappelle,2,0,1,0,7,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.474,-0.456,-0.456,3.116,-6.582,5.635,-0.15,0.005,1.969,-3.855,3.865,0.0
K. Eendr. Wervik A,Dylan Olievier,25,25,0,0,2250,0,0,0,1,0,0,6,0,Keeper,0.66,0.0,0.04,5,5,0,0,450,0,0,0,1,0,0,1,0,0.026,-0.051,-0.051,3.014,-5.881,5.934,0.01,0.034,1.887,-3.664,3.732,0.02
